cleaned_text,cluster
job posted january location hyderabad status hiring team sales and content hiring looking for data entry candidates with fast and accurate typing skills with working knowledge basic technologies roles and responsibilities should work saturdays can take off sunday and monday you not need have great typing skills entering customer and account data from source documents within time limits compiling verifying the accuracy and sorting information prepare source data for computer entry reviewing data for deficiencies errors correcting any incompatibilities and checking output compile verify the accuracy and sort information according priorities prepare source data for computer entry review data for deficiencies errors correct any incompatibilities possible and check the output research and obtain further information for incomplete documents respond queries for information and access relevant files comply with data integrity and security policies requirements bachelor degree any related field proven data entry work experience data entry operator experience with office and data programs familiarity with administrative duties experiences using office equipment like fax machines and scanners excellent knowledge correct spelling grammar and punctuation attention detail about frugal testing pioneer providing software testing services ensuring that they function exactly they should every browser and device from test planning test deployment provide advanced testing services for every phase the software development lifecycle how apply does this position sound like good fit email careers frugaltesting com include this role title your subject line help sort through the emails get head start the job opportunities,1
baroda mysore data analysis accompany the marketing team the company coordination with the management team the ceo the company rishi fibc green pro krishi geopack provide effective brand strategy and marketing plans ensure business volume growth rishi fibc and its group companies develop the global supplier choice fibc and other rishi products responsibilities data collection data cleaning and preprocessing data analysis report generation data interpretation data visualization data security required knowledge skills computer years experience data analysis tools working with microsoft power sql and python,3
job description job title data analyst hse location chennai india join combine atkinsr alis project management expertise and hitachi energy deep technological knowledge create company dedicated substations are linxon the position will focus seeking talented and detail oriented data analyst and document author join our team chennai the ideal candidate will responsible for managing and provisioning health safety and environment hse data supporting our end month and end year reporting processes the role will also include the creation editing and maintaining technical documents manuals and other documentation materials under the direction the linxon hse team the successful candidate will collaborate with cross functional teams including engineers project managers and subject matter experts ensure the accuracy clarity and completeness our documentation you will likewise play key role ensuring the accuracy integrity and timely delivery hse data contributing linxon commitment excellence operational safety what will you hse data management collect validate and maintain hse data from various sources implement data quality checks and ensure data accuracy and completeness collaborate with cross functional teams gather relevant hse information provisioning and reporting develop and maintain reports for end month and end year hse reporting analyse trends and patterns hse data identify areas for improvement ensure timely and accurate provision hse data support reporting requirements data analysis and insights conduct depth analysis hse data identify key performance indicators provide insights and recommendations enhance safety and compliance measures documentation maintain comprehensive documentation data sources processes and methodologies develop and update standard operating procedures for hse data management author and edit technical documents including manuals specifications and user guides collaborate with subject matter experts gather information and ensure the accuracy technical content conduct thorough reviews existing documentation identify and correct errors inconsistencies and inaccuracies edit documents for clarity coherence and adherence linxon style guidelines experience education and other required bachelor degree data science statistics information technology related field proven experience data analyst preferably health safety and environment context strong analytical skills with proficiency data analysis tools and techniques excellent communication and collaboration skills possess attention detail and the ability communicate complex technical information clear and concise manner proven experience document author similar technical writing role proficient using documentation tools and software what offer return offer wide range rewards and benefits days privilege leave days emergency leave and public holidays per year medical insurance life insurance global career progression opportunities when comes diversity and inclusion see things differently linxon encourage applications from people all races ages genders religions sexual orientations and more whoever you are hope you see things our way too about linxon shaping energy solutions empower sustainable connectivity combine atkinsr alis project management expertise and hitachi energy deep technological knowledge create company dedicated substations are linxon linxon vision deliver the best market offering for turnkey substation projects through world class power technologies and delivering the highest level competence managing infrastructure projects leading engineering company help our customers with turnkey substation solutions the field power transmission renewable energy and transportation this role you will have the opportunity part new company evolves and help shape for the future you like new challenges have entrepreneurial spirit and are interested working with other motivated professionals with expertise the substations epc business then this the new opportunity for you building the infrastructure power the world are linxon youtube worker type employee job type regular linxon seek hire individuals with diverse characteristics backgrounds and perspectives strongly believe that world class talent makes distinctions based gender ethnic national origin sexual identity and orientation age religion disability but enriches itself through these differences,1
job description job responsibilities accuracy and timeliness while working the remediation ask read and understand associated task job aids and request for clarity case any doubts efficient self quality check the completed work before submission stake holders handle queries and deliver tight deadlines flexible approach towards the requirements that may need working beyond normal working hours work with sense ownership and right first time approach and mindset the shift timings for this role will ist unless advised otherwise you may need display flexibility case working hours undergo change the future good attention detail ability follow instructions while retaining curiosity looking data information proactive approach identifying and solving problems maintain effective and standard operational processes interest data and information related projects prior exposure history added bonus required qualifications skills and capabilities graduates with minimum years overall work experience candidates with experience months similar role will have added advantage ability review and analyze information from multiple sources and determine relevancy excellent comprehension and observation skills logical analytical skills aptitude work with numbers and deadlines adhering sla curious energetic and highly proactive nature and always focusing opportunity arising from situations good computer skills including microsoft office products excel word power point will added advantage demonstrate creative problem solving and solid judgment decision making independent self motivated with ability adapt and flexible team environment operates with sense high evenry and curiosity clearly understands upstream and downstream impacts and challenges redundancies about jpmorgan chase one the oldest financial institutions offers innovative financial solutions millions consumers small businesses and many the world most prominent corporate institutional and government clients under the morgan and chase brands our history spans over years and today are leader investment banking consumer and small business banking commercial banking financial transaction processing and asset management recognize that our people are our strength and the diverse talents they bring our global workforce are directly linked our success are equal opportunity employer and place high value diversity and inclusion our company not discriminate the basis any protected attribute including race religion color national origin gender sexual orientation gender identity gender expression age marital veteran status pregnancy disability any other basis protected under applicable law accordance with applicable law make reasonable accommodations for applicants and employees religious practices and beliefs well any mental health physical disability needs about the team commercial banking focused helping our clients succeed and making positive difference our communities provide credit and financing treasury and payment services international banking and real estate services clients including corporations municipalities institutions real estate investors and owners and nonprofit organizations,1
data management executive freshers graduate com excellent communication and logical skills data entry the website daily basis consolidate streamline and organize data make presentations and document creation send your updated tohr decisiondatabases com,0
about the nudge the nudge action institute working towards poverty free india within our lifetime partner with governments markets and civil society build resilient livelihoods for all are collective some india best leaders and entrepreneurs from across the industry academia government and development sectors and our work organized across three impact streams centre for skill development entrepreneurship csde exists enable underprivileged youth lead flourishing lives centre for rural development crd exists enable families come out extreme poverty centre for social innovation csi exists nudge top talent solve india biggest challenges what are solving for the end ultra poverty program end ultra poverty eup program solving for households ultra poverty through targeted multi faceted and sequenced model called the graduation approach which has demonstrated that ultra poverty can conquered the nudge have been piloting this program for the past years and are the process catalyzing propagation the same our purpose contribute ending ultra poverty india eup will continue implement its own iterate the design for impact scale enable more ngos adopt technical and capacity building support enable govt adopt providing research design and implementation support continue generate data ultra poverty and evidence graduation approach nudge governments adopt scale build technology solutions for ngos and governments adopt and implement scale with quality this role you will facilitate process evidence based policy making all levels through efficient data gathering data processing data cleaning data testing and finally data analysis using technology primary policy lever means gathering data exploring and modelling various policy options and continuously monitoring and improving outcomes what are looking for experience working with structured query language sql how manage and store data relate multiple databases build change those database structures altogether strong experience with excel including the ability use data visualization software required experience with spss python other statistical software preferred years data analyst role bachelor degree tech mathematics computer engineering related field understanding machine learning prior experience working with government preferred critical thinking uncover and synthesize connections that are not always clear presentation skills aspire inclusive and diverse organization and encourage qualified individuals irrespective their religion caste gender identity expression sexual orientation ethnicity age any other dimension identity apply,1
job information industry services city hyderabad pune state province telangana country india zip postal code about div about dataeconomy are fast growing data amp analytics company headquartered dublin with offices indublin providence and advanced technology center hyderabad india are clearly differentiated the data amp analytics space via our suite solutions accelerators frameworks and thought leadership div job description role data scientist experience years job location hyderabad pune qualification btech mtech mca mode work hybrid first preference for immediate joiners objectives this role collaborate with product design and engineering teams develop understanding needs research and devise innovative statistical models for data analysis communicate findings all stakeholders enable smarter business processes using analytics for meaningful insights keep current with technical and industry developments roles and responsibilities include data mining extracting usable data from valuable data sources using machine learning tools select features create and optimize classifiers carrying out pre processing structured and unstructured data research and devise innovative statistical models for data analysis enhancing data collection procedures include all relevant information for developing analytic systems processing cleansing and validating the integrity data used for analysis analysing large amounts information find patterns and solutions devise and utilize algorithms and models mine big data stores perform data and error analysis improve models clean and validate data for uniformity and accuracy developing prediction systems and machine learning algorithms presenting results clear manner propose solutions and strategies tackle business challenges collaborate with business and teams requirements required skills and qualifications more years experience data science proficiency with data mining mathematics and statistical analysis using pandas numpy skleran keras pytroch opencv nltk advanced experience pattern recognition and predictive modelling experience with programming languages python java scala hands excel powerpoint tableau sql ability work effectively dynamic research oriented group that has several concurrent projects,3
description united digital technology team designs develops and maintains massively scaling technology solutions brought life with innovative architectures data analytics and digital solutions our values united airlines believe that inclusion propels innovation and the foundation all that our shared purpose connecting people uniting the world drives the best airline for our employees customers and everyone serve and can only that with truly diverse and inclusive workforce our team spans the globe and made diverse individuals all working together with cutting edge technology build the best airline the history aviation with multiple employee run business resource group communities and world class benefits like health insurance parental leave and space available travel united truly one kind place work that will make you feel welcome and accepted come join our team and help make positive impact the world job overview and responsibilities role overview the team currently looking for entry level data scientist who has passion for data and analytics with the willingness dig deep into details well the ability assess the big picture depth understanding modeling techniques and the ability perform team well individual paramount success this role the person must have experience able extract insights from large volumes data and clearly communicate relevant triggers and recommendations high level responsibilities the role include execute solutions business problems using data analysis data mining optimization tools statistical modeling and machine learning techniques continuously develop and demonstrate improved analysis methodologies you will have strong modelling skills and are comfortable owning data and working from concept through execution understand business problem and the available data and identify what analytics and modeling techniques can applied answer business question this position offered local terms and conditions expatriate assignments and sponsorship for employment visas even time limited visa status will not awarded this position for united airlines business services pvt ltd wholly owned subsidiary united airlines inc united airlines equal opportunity employer united airlines recruits employs trains compensates and promotes regardless race religion color national origin gender identity sexual orientation physical ability age veteran status and other protected status required applicable law qualifications required bachelor degree least years experience modeling machine learning proven comfort and intellectual curiosity for working with very large sets data and hands knowledge predictive modeling strong knowledge either python experienced manipulating and analyzing complex high volume high dimensionality data from various sources highlight patterns and relationships understanding how and when apply predictive and machine learning techniques like logistic regression random forest gbm neural nets svm etc proficient using database querying tools and able write complex queries and procedures using teradata sql and microsoft tsql hands experience using big data ecosystems hadoop spark api gateways and non structured data will plus being able communicate complex quantitative analysis and algorithms clear precise and actionable manner exhibit written and spoken english fluency about weeks travel year must legally authorized work india for any employer without sponsorship successful completion interview required meet job qualification reliable punctual attendance essential function the position must legally authorized work india for any employer without sponsorship must fluent english and hindi written and spoken successful completion interview required meet job qualification reliable punctual attendance essential function the position preferred master degree quantitative field like math statistics operations research and mba equal opportunity employer minorities women veterans disabled lgbt,1
are hiring web data researcher with experience years key skills data research data mining find contact details decision makers msexcel automation tools data research based the criteria defined the sales campaign developing and maintaining the prospect database manual data mining research using automated tools extract data from primary and secondary sources should able research key decision makers ceo cto cmo director manager etc contact details such email skype and phone numbers from various sources the internet knowledge about researching required data from various directories experienced work with excel and various techniques use google search engine good knowledge about social media especially linkedin facebook twitter etc and google search company profiling revenue description industry headquarter profile products employees location our workplace are growing and hiring let join candidroot team,0
job description company eie instruments pvt ltd location ellisbridge ahmedabad full time permanent salary about eie instruments engaged manufacturing marketing and calibration scientific instruments and testing equipments for various applications about the role data analyst here you our detective information your job gather clean and study data help figure out what telling you work with different teams make sure using the information wisely responsibilities work with teams understand what data need get data from different places and make sure clean and ready use look closely the data find patterns and stories trying tell make graphs and reports show others what you found help find ways improve based what the data saying check and make sure the data use accurate and reliable candidate qualification degree math statistics computer science something similar experience job that involves working with data skills using tools like sql python and programs make graphs proficiency microsoft office crm erp and software programs experienced candidates required the same relatable field contact apply yuti eieinstruments com career eieinstruments com website https www eieinstruments com min experience max experience,1
responsibilities architect data based solution for the business problem presented collaborate with different msil departments for their data requests build solutions that automate their daily tasks thereby saving man hours understand the time series telematics data generated from the vehicle clean and prepare datasets for modeling get involved etl process required build kpis metrics applying data transformation techniques such aggregation resampling filtering etc exploratory data and get insights present the descriptive stats and insights the domain experts find meaningful patterns data detect seasonality and trend establish cause and effect relationships data develop test hypothesis collaboration with the domain experts design features shortlist features study feature importance decide the strategy build data pipelines for data extraction cleaning transforming feature extraction and machine learning data modelling selection appropriate machine learning deep learning model data pipeline setup for model training hyper parameter tuning validation and test apply ensemble model techniques required reporting visualization comprehension reports visualization data the form plots generate reports using tools develop live updating dashboards technical skills experience essential must have hands experience with python worked libraries numpy pandas matplotlib experience building and training machine learning models for classification regression and clustering generalized linear models boosting decision trees neural networks svm bayesian methods time series models kmeans hierarchical clustering etc knowledge about summarizing data generating graphs charts and reports desirable experience with tools power ibm cognos etc experience building restful apis experience with back end front end development working experience with cloud computing platforms such aws ibm ability write scalable sql queries experience spark other distributed computing frameworks experience time series iot data analytics exposure automotive systems automobile basics controller area network protocol can protocol etc behavioral excellent interpersonal skills creativity and ability bring innovative ideas for kaizen and solving everyday problem educational requirement tech with marks and certification course diploma data science,3
job description job description role big data pyspark hive experience years location chennai mumbai pune spark pyspark hive hbase kafka ingest data from disparate sources structured unstructured and semi structured and develop etl jobs using the above skills desired candidate profile qualifications bachelor engineering bachelor technology,0
are currently hiring years experienced data scientist our hyderabad office job brief are currently hiring years experienced data scientist our hyderabad office requirements identify valuable data sources and automate collection processes undertake pre processing structured and unstructured data analyse large amounts information discover trends and patterns build predictive models and machine learning algorithms present information using data visualization tools collaborate with engineering and product development teams requirements graduate the fields computer science engineering degree data science preferred proven experience data scientist data analyst understanding machine learning and operations research knowledge phyton familiarity with scala java experience using data visualization tools tableau and frameworks hadoop strong math skills and problem solving aptitude excellent communication and teamwork skills analytical mind with great attention detail location hyderabad,3
optimum data analytics oda looking for data scientist help drive actionable insights through advanced statistical modelling and machine learning algorithms the candidate should conduct and manage analysis and modelling the areas time series forecasting regression simulation classification and nlp location pune,0
data analyst the planning allocation operations team looking for results oriented business intelligence analyst own defining building and scaling metrics and analytical insights that will measure success and drive actionable business intelligence for merchandise action teams and leadership business intelligence analyst you will build self service reports and establish automated processes for large scale data analyses successful candidates will analytical with business acumen and detail driven with excellent problem solving skillsthe ideal candidate will have strong background data analysis including experience extracting and manipulating data using sql leveraging advanced excel features for data analysis and producing digestible business intelligence and actionable information the candidate should also have good communication and project management skills enabling them work with stakeholders understand requirements and shape analytical deliverables this role requires attention detail ability work fast paced environment strong understanding financial and productivity concepts independence work with minimal direction and ability rapidly prototype dashboards and reports please share your profile sahanabhat novotreeminds com,3
description data scientist you using scientific methods algorithms and systems extract valuable insights and knowledge from structured and unstructured data tokopedia you play major part analyzing large volumes complex data identify patterns trends and correlations that can help organizations make data driven decisions and solve problems what will you perform tasks such data exploration cleaning and feature engineering perform research into state the art algorithms from research papers with guidance from lead data scientists implement data science algorithms from research papers with guidance from lead data scientists development apis from data science models collaborate with team members from data science and other teams develop data science solutions what you will need bachelors math statistics computer science engineering exposure data science through relevant projects courses competitions hands experience python pandas numpy scikit learn sql machine learning models such random forests gradient boosted trees neural networks knowledge least one the following areas plus natural language processing computer visioni nformation retrieval search recommendations fraud detection time series analysis and modelling cloud computing for collaborative team player intellectually curious and always learning important tokopedia affiliated with the goto group companies and all authentic jobs open positions listed tokopedia can only accessed via our official channels which are tokopedia linkedin glassdoor indeed and tokopedia com careers case you are contacted our recruitment team please ensure that the communication and information are coming from valid and verified tokopedia domain tokopedia com you are contacted any third party outside the authenticated channels highlighted above please write recruitment tokopedia com validate the job open position this avoid any potential instances fraud and ensure your safety and security during the job application process,3
assistant scientist data engineering bangalore karnataka india gurgaon haryana india axa recognizes data and information critical business assets both terms managing risk and enabling new business opportunities this data should not only high quality but also actionable enabling axa executive leadership team maximize benefits and facilitate sustained dynamic advantage our chief data office also known our innovation data intelligence analytics team ida focused driving innovation optimizing how leverage data drive strategy and create new business model disrupting the insurance market develop enterprise wide data and digital strategy that moves toward greater focus the use data and data driven insights are seeking assistant scientist for our data engineering team the role will support the team efforts towards creating enhancing and stabilizing the enterprise data lake through the development the data pipelines this role requires person that team player and can work well with team members from other disciplines deliver data efficient and strategic manner discover your opportunity what will your essential responsibilities include design develop and maintain etl pipelines using pyspark azure databricks using delta tables create build from github and release pipeline for ingestion and databricks using azure devops harness monitor the performance etl jobs resolve any issues that arose and improve the performance metrics needed diagnose system performance issues related data processing and implement the solution address them collaborate with other teams make sure successful integration data pipelines into larger system architecture requirements maintain integrity and quality across all pipelines and environments share your talent looking for someone who has these abilities and skills bachelor degree computer science mathematics statistics finance related technical field equivalent work experience should have robust background software development with experience ingesting transforming and storing data from large datasets using pyspark azure databricks with robust knowledge distributed computing concepts must have hands experience designing and developing etl pipelines pyspark azure databricks with robust python scripting exposure like list comprehensions dictionary variables etc must have minimum years exposure and good proficiency data warehousing concepts proficient sql and database design concepts hands experience with good proficiency delta table and delta file operations like merge insert override partition overrides etc hands experience cicd azure devops harness and adf stone branch for orchestration knowledge azure cloud computing platform with azure synapse adls knowledge github and build management exposure any informatica etl tool plus passion for data and experience working within data driven organization you care about what you and what find your future axa the and specialty risk division axa known for solving complex risks for mid sized companies multinationals and even some inspirational individuals don just provide insurance reinvent how combining comprehensive and efficient capital platform data driven insights leading technology and the best talent agile and inclusive workspace empowered deliver top client service across all our lines business property casualty professional financial lines and specialty with innovative and flexible approach risk solutions partner with those who move the world forward learn more axaxl com inclusion diversity axa committed equal employment opportunity and will consider applicants regardless gender sexual orientation age ethnicity and origins marital status religion disability any other protected characteristic axa know that inclusive culture and diverse workforce enable business growth and are critical our success that why have made strategic commitment attract develop advance and retain the most diverse workforce possible and create inclusive culture where everyone can bring their full selves work and can reach their highest potential about helping one another and our business move forward and succeed five business resource groups focused gender lgbtq ethnicity and origins disability and inclusion with chapters around the globe robust support for flexible working arrangements enhanced family friendly leave benefits named the diversity best practices index signatory the women finance charter learn more axaxl com about inclusion and diversity axa equal opportunity employer sustainability axa sustainability integral our business strategy ever changing world axa protects what matters most for our clients and communities know that sustainability the root more resilient future our sustainability strategy called roots resilience focuses protecting natural ecosystems addressing climate change and embedding sustainable practices across our operations our pillars valuing nature how impact nature affects how nature impacts resilient ecosystems the foundation sustainable planet and society are essential our future committed protecting and restoring nature from mangrove forests the bees our backyard increasing biodiversity awareness and inspiring clients and colleagues put nature the heart their plans addressing climate change the effects changing climate are far reaching and significant unpredictable weather increasing temperatures and rising sea levels cause both social inequalities and environmental disruption building net zero strategy developing insurance products and services and mobilizing advance thought leadership and investment societal led solutions integrating esg all companies have role play building more resilient future incorporating esg considerations into our internal processes and practices builds resilience from the roots our business training our colleagues engaging our external partners and evolving our sustainability governance and reporting axa hearts action have established volunteering and charitable giving programs help colleagues support causes that matter most them known axa hearts action programs these include our matching gifts program volunteering leave and our annual volunteering day the global day giving for more information please see axaxl com sustainability,1
tata elxsi the forefront the latest advancements technology where the team passionate individuals are dedicated making real world impact through innovative implementation here you will find group like minded individuals who are continuously exploring new techniques and technologies improve the accuracy efficiency and scalability our models what sets apart our collaborative approach allowing for free experimentation and quick iterations arrive the best solutions are search someone who shares the same passion and drive and excited about the opportunity make meaningful difference the field join our pursuit advancing the next level and make the future reality are looking for bright and passionate data science engineers with experience build design and implement highly scalable fault tolerant highly available big data platform process terabytes data and provide customers with depth analytics deep understanding big data and distributed systems mapreduce spark hive kafka oozie airflow experience developing big data pipelines using modern technology stacks such spark hadoop kafka hbase hive presto etc hands experience with etl tools like kafka flume zookeeper oozie impala solid understanding database systems sql data preparation and cleaning building data pipeline automate high volume data collection and processing provide real time data analytics leveraging broad range data architecture strategies and proposing data flows and storage solutions developing analytics applications using modern technology stacks such java spring tomcat jenkins rest apis jdbc and hibernate working experience with visualisation tools like power tableau kibana grafana knowledge one the platforms like pentaho matillion talend will added advantage certification any the cloud platforms like amazon microsoft azure will added advantage job location bangalore qualification tech mca tech elec job code ngbu,1
business process outsourcing one the fastest growing industry and helps youngsters boost their career dyuti believe that employees are our strength and teamwork one our core values our organization provides opportunity and freedom every individual learn grow and create career path beyond their boundaries with our end end and holistic training program fresh graduates will ease work and build their careers strong foot have one the best work environments and flexible work hours maintain work life balance once you aim move you internally rather than look outside fill new positions have one the highest retention levels the industry and many our senior team were with from day one invite you part this wonderful experience come grow with join hands part our exceptional team and grow with connect with our knowledgeable team who makes our business thrive close contact with subject matter experts and managers professional development continuous training and skilling achieve work life balance with healthy and relaxed work atmosphere enjoy competitive salary group insurance and other benefits the deo will create the title abstract which includes keying the information deeds deed trust liens judgments easements and plats maps and verify legal descriptions property provided the search package,1
job title risk rep data analytics location noida about barclays barclays british universal bank are diversified business different types customers and clients and geography our businesses include consumer banking and payments operations around the world well top tier full service global corporate and investment bank all which are supported our service company which provides technology operations and functional services across the group risk and control objective take ownership for managing risk and strengthening controls relation the work you working flexibly committed providing supportive and inclusive culture and environment for you work this environment recognises and supports ways balance your personal needs alongside the professional needs our business providing the opportunity for all our employees globally work flexibly empowers each work way that suits our lives well enabling better service our customers and clients needs whether you have family commitments you carer whether you need study time wish pursue personal interests our approach working flexibly designed help you balance your life you would like some flexibility then please discuss this with the hiring manager and your request will reviewed subject business needs hybrid working structured hybrid role barclays offer hybrid working experience that blends the positives working alongside colleagues our onsite locations together with working from home have structured approach where colleagues work onsite location fixed anchor days the week for minimum two days week more set the business area nearest equivalent working part time hours please discuss the working pattern requirements for the role you are applying for with the hiring manager please note that continue embed our hybrid working environment remain test and learn phase which means that working arrangements may subject change reasonable notice ensure meet the needs our business introduction operational risk reporting team provides and reporting support colleagues across operational risk team their risk management oversight and review activities support senior management risk management decision making governance and oversight iii enable barclays meet its external and regulatory reporting commitments the broad focus reporting team activities falls into areas business usual production reports and development and delivery new and enhanced reports and including high quality data and reporting visualisation iii development and delivery data analytics drive enhanced and insightful reporting data management oversight ensure compliance with relevant barclays framework policies and standards and the bcbs principles what will you doing input and where appropriate review internal and external reporting deliverables including reports presented risk management and governance committees across barclays and reports which are submitted regulators and other industry bodies implementation and embedding operational risk reporting data visualisation strategy tools and dashboards across the function delivery and implementation industry leading reporting solutions and visualisations that continue meet the needs for self service reporting hoc data insights and analytics internal and external reporting obligations drive increased efficiency via automated reporting data visualisations and analytics creating innovative content and delivering value add our stakeholders partner with our business stakeholders fully understand their data reporting and visualisation needs translate our stakeholder needs into clear use cases define into robust user stories complete impact assessment build into pipeline and plan for delivery manage portfolio dashboards visualisations and data sources and the continuous improvement these undertake detailed and accurate testing peer review against outputs ensure defects are identified rectified and retested before outputs are shared with stakeholders proactively consult and engage with multiple stakeholders and gain buy ideas and approaches provide data insights for critical business questions using variety analytical tools and techniques tableau sql python and excel ensure reporting processes and outputs continue meet stakeholder needs and regulatory policy compliance requirements including bcbs conformance what looking for education degree level equivalent have relevant work experience within financial services advanced skills the use tableau both developer and end user and microsoft office applications excel word powerpoint and skills other tools sql python unix rdbms equivalents experience working with large levels information flows excellent process mapping and documentation skills experience designing developing and implementing reporting data visualisation and data analytics solutions for consumption senior stakeholders committees and regulators ability build relationships and influence across all levels the organisation and achieve positive outcomes proven track record working closely with stakeholders understand their needs and requirements being able challenge without being confrontational excellent written verbal and interpersonal communication skills with ability clearly articulate sophisticated technology ideas non tech stakeholders and reporting outputs relevant stakeholders results driven with focus excellence accuracy and attention detail smart and pragmatic with structured problem solving skills enable delivery high profile sustainable solutions fast paced environment capable analysing data and identifying patterns inform appropriate analysis results awareness risk function activities and understanding governance general risk management and audit conformance methodologies skills that will help you the role experience working the financial services industry ideally within risk operational risk compliance function governance reporting policy conformance assurance type role awareness and understanding barclays enterprise risk management framework ermf operational risk management framework ormf and the operational risk controls system orac understanding operational risk principles and common tools such rcsas kis and controls experience working with new and emerging reporting technologies with focus artificial intelligence and machine learning deliver predictive analytics knowledge barclays and its internal structures practical understanding bcbs principles and barclays group data management standards experience agile methodologies and principles where will you working noida more barclays barclays each day about being more professional and person more barclays represents our core promise all current and future employees the characteristic that want associated with employer and the heart every employee experience empower our colleagues more globally connected working international projects that improve the way millions customers handle their finances more inspired working alongside the most talented people the industry and delivering imaginative new solutions that are redefining the future finance more impactful having the opportunity work cutting edge projects and more valued for who you are interested and want know more about barclays visit home barclays who are for more details purpose values and mindset deploy finance responsibly support people and businesses acting with empathy and integrity championing innovation and sustainability for the common good and the long term our values underpin everything respect integrity service excellence and stewardship respect harness the power diversity and inclusion our business trust those work with and value everyone contribution integrity operate with honesty transparency and fairness all service act with empathy and humility putting the people and businesses serve the centre what excellence champion innovation and use our energy expertise and resources make positive difference stewardship prize sustainability and are passionate about leaving things better than found them our mindset shapes how take action living our values driven our purpose always with our customers and clients the heart what our mindset empower challenge and drive empower trust and support each other deliver make decisions with those closest the topic include diverse perspectives celebrate success and learn from failure challenge question whether things can done better use insights based data inform decisions curious about how can adapt and improve speak and open alternative viewpoints drive focus outcomes deliver with pace passionate and ambitious about what take personal responsibility actively build collaborative relationships get things done,1
